Year,HBR,HBRQF,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,InjuryLocation,InjuryLocationQF,InjuryType,InjuryTypeQF,NumberofDeaths
2013,S92000003,d,S92000003,d,10-14 years,,Female,,Undisclosed,,Other,,1
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Poisoning,,13
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Falls,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Home,,Other,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Land transport accidents,,34
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Not applicable,,Other,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Poisoning,,1
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Falls,,2
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Other,,Other,,9
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Poisoning,,10
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Falls,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Male,,Undisclosed,,Other,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Poisoning,,2
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Falls,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Home,,Other,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Land transport accidents,,11
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Not applicable,,Other,,1
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Poisoning,,1
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Falls,,1
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,15-24 years,,Female,,Undisclosed,,Other,,1
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Poisoning,,185
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Falls,,5
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Accidental exposure,,2
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Home,,Other,,8
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Land transport accidents,,36
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Not applicable,,Other,,3
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Poisoning,,14
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Falls,,6
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,"Struck by,against",,1
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Accidental exposure,,2
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Other,,Other,,15
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Poisoning,,20
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Falls,,2
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Accidental exposure,,2
2013,S92000003,d,S92000003,d,25-44 years,,Male,,Undisclosed,,Other,,2
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Poisoning,,61
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Falls,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Home,,Other,,3
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Land transport accidents,,8
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Not applicable,,Other,,2
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Poisoning,,2
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Falls,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Other,,Other,,4
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Poisoning,,5
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Falls,,2
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Accidental exposure,,1
2013,S92000003,d,S92000003,d,25-44 years,,Female,,Undisclosed,,Other,,1
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Poisoning,,91
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Falls,,10
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Scalds,,1
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Accidental exposure,,5
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Home,,Other,,10
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Land transport accidents,,37
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Not applicable,,Other,,13
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Poisoning,,3
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Falls,,12
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Crushing,,1
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Accidental exposure,,2
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Other,,Other,,13
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Poisoning,,17
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Falls,,11
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Accidental exposure,,9
2013,S92000003,d,S92000003,d,45-64 years,,Male,,Undisclosed,,Other,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Poisoning,,55
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Falls,,7
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Accidental exposure,,1
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Home,,Other,,10
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Land transport accidents,,8
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Not applicable,,Other,,2
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Poisoning,,1
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Falls,,4
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Other,,Other,,2
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Poisoning,,3
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Falls,,8
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Accidental exposure,,4
2013,S92000003,d,S92000003,d,45-64 years,,Female,,Undisclosed,,Other,,2
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Poisoning,,6
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Falls,,13
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Accidental exposure,,2
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Home,,Other,,4
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Land transport accidents,,12
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Not applicable,,Other,,1
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Poisoning,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Falls,,5
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Other,,Other,,5
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Poisoning,,5
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Falls,,15
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Accidental exposure,,13
2013,S92000003,d,S92000003,d,65-74 years,,Male,,Undisclosed,,Other,,6
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Poisoning,,4
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Falls,,12
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Scalds,,1
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Accidental exposure,,1
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Home,,Other,,11
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Land transport accidents,,9
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Not applicable,,Other,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Poisoning,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Falls,,3
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Other,,Other,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Poisoning,,2
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Falls,,10
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Accidental exposure,,6
2013,S92000003,d,S92000003,d,65-74 years,,Female,,Undisclosed,,Other,,4
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Poisoning,,1
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Falls,,22
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Home,,Other,,6
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Land transport accidents,,13
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Not applicable,,Other,,1
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Poisoning,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Falls,,10
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Accidental exposure,,1
2013,S92000003,d,S92000003,d,75plus years,,Male,,Other,,Other,,2
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Poisoning,,8
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Falls,,205
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Accidental exposure,,13
2013,S92000003,d,S92000003,d,75plus years,,Male,,Undisclosed,,Other,,3
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Poisoning,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Falls,,39
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Home,,Other,,9
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Land transport accidents,,15
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Poisoning,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Falls,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Not applicable,,Other,,2
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Poisoning,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Falls,,29
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Accidental exposure,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Other,,Other,,5
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Land transport accidents,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Poisoning,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Falls,,283
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,"Struck by,against",,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Crushing,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Scalds,,0
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Accidental exposure,,6
2013,S92000003,d,S92000003,d,75plus years,,Female,,Undisclosed,,Other,,8
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Land transport accidents,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Poisoning,,1
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Falls,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,"Struck by,against",,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Crushing,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Scalds,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Accidental exposure,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Home,,Other,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,Land transport accidents,,1
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,Poisoning,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,Falls,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,"Struck by,against",,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,Crushing,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,Scalds,,0
2013,S08000015,,S12000008,,15-24 years,,Male,,Not applicable,,Accidental exposure,,0
